loss,accuracy,val_loss,val_accuracy,lr
2.271803855895996,0.5139925479888916,1.782373070716858,0.5858209133148193,0.0016199999954551458
1.5251765251159668,0.6301305890083313,1.4474525451660156,0.6386815905570984,0.0016199999954551458
1.0672942399978638,0.7291666865348816,1.3112454414367676,0.6797263622283936,0.0016199999954551458
0.7357099652290344,0.8117226362228394,1.2757270336151123,0.6828358173370361,0.0016199999954551458
0.49778467416763306,0.8759328126907349,1.3110777139663696,0.6809701323509216,0.0016199999954551458
0.35074225068092346,0.9162002205848694,1.3924164772033691,0.6759950518608093,0.0016199999954551458
0.2564409673213959,0.9384328126907349,1.4029306173324585,0.6878109574317932,0.0016199999954551458
0.17183488607406616,0.9619091749191284,1.4166237115859985,0.6927860975265503,0.00016199999663513154
0.15195341408252716,0.96517413854599,1.4279803037643433,0.6927860975265503,0.00016199999663513154
0.14732062816619873,0.9664179086685181,1.4399768114089966,0.6952736377716064,0.00016199999663513154
0.13941170275211334,0.9696828126907349,1.4421018362045288,0.697139322757721,1.6199999663513154e-05
0.13850072026252747,0.9689054489135742,1.4449020624160767,0.6958954930305481,1.6199999663513154e-05
0.13808521628379822,0.9673507213592529,1.4470832347869873,0.6940298676490784,1.6199999663513154e-05
0.13220690190792084,0.9712375402450562,1.4474289417266846,0.6940298676490784,1.6199999208765803e-06
0.13410960137844086,0.9689054489135742,1.4476616382598877,0.6940298676490784,1.6199999208765803e-06
0.13523034751415253,0.9684390425682068,1.4479647874832153,0.6940298676490784,1.6199999208765803e-06
0.1318182796239853,0.9695273637771606,1.447993516921997,0.6940298676490784,1.6199999208765803e-07
0.13104107975959778,0.9692164063453674,1.4480098485946655,0.6940298676490784,1.6199999208765803e-07
